condition,seed,t,scenario,ready,crane_ok,eta_on_time,weather_safe,action,reason,certified,gate_used,contradiction_count,reward,regret,safety_violation,waiting_cost,idling_emission_proxy,intervention_cost,false_certification,service_delay_proxy
benign_agreement,1,7,human_override,True,True,True,False,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,8,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,8,authority_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,8,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,1,8,authority_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,8,authority_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,8,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,9,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,9,freshness_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,9,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,1,9,freshness_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,9,freshness_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,9,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,10,context_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,1,10,context_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,1,10,context_conflict,False,True,True,True,go,dominant-support-certificate,1,1,1,0.0,1.0,1,0.0,0.0,0.0,1,0.0
labels_without_gating,1,10,context_conflict,False,True,True,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,10,context_conflict,False,True,True,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,10,context_conflict,False,True,True,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,11,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,11,human_override,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,11,human_override,True,True,True,True,hold,uncertified-dominance-failed:weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
labels_without_gating,1,11,human_override,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,11,human_override,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,11,human_override,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,12,authority_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,1,12,authority_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,1,12,authority_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
labels_without_gating,1,12,authority_conflict,False,True,True,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,12,authority_conflict,False,True,True,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,12,authority_conflict,False,True,True,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,13,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,13,freshness_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,13,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,1,13,freshness_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,13,freshness_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,13,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,14,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,14,context_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,14,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,1,14,context_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,14,context_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,14,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,15,human_override,True,True,True,False,hold,uncertified-dominance-failed:weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,1,15,human_override,True,True,True,False,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,1,15,human_override,True,True,True,False,hold,uncertified-dominance-failed:weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
labels_without_gating,1,15,human_override,True,True,True,False,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,15,human_override,True,True,True,False,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,15,human_override,True,True,True,False,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,16,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,16,authority_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,16,authority_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
labels_without_gating,1,16,authority_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,16,authority_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,16,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,17,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:etaOnTime,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,1,17,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,1,17,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:etaOnTime,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
labels_without_gating,1,17,freshness_conflict,True,True,False,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,17,freshness_conflict,True,True,False,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,17,freshness_conflict,True,True,False,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,18,context_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,1,18,context_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,1,18,context_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
labels_without_gating,1,18,context_conflict,False,True,True,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,18,context_conflict,False,True,True,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,18,context_conflict,False,True,True,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,19,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,19,human_override,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,19,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,1,19,human_override,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,19,human_override,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,19,human_override,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,20,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,20,authority_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,20,authority_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
labels_without_gating,1,20,authority_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,20,authority_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,20,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,21,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:etaOnTime,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,1,21,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,1,21,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:etaOnTime,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
labels_without_gating,1,21,freshness_conflict,True,True,False,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,21,freshness_conflict,True,True,False,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,21,freshness_conflict,True,True,False,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,22,context_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,1,22,context_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,1,22,context_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
labels_without_gating,1,22,context_conflict,False,True,True,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,22,context_conflict,False,True,True,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,22,context_conflict,False,True,True,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,23,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,23,human_override,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,23,human_override,True,True,True,True,hold,uncertified-dominance-failed:weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
labels_without_gating,1,23,human_override,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,23,human_override,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,23,human_override,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,24,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,24,authority_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,24,authority_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
labels_without_gating,1,24,authority_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,24,authority_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,24,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,25,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,25,freshness_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,25,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,1,25,freshness_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,25,freshness_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,25,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,26,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,26,context_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,26,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,1,26,context_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,26,context_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,26,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,27,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,27,human_override,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,27,human_override,True,True,True,True,hold,uncertified-dominance-failed:weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
labels_without_gating,1,27,human_override,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,27,human_override,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,27,human_override,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,28,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,28,authority_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,28,authority_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
labels_without_gating,1,28,authority_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,28,authority_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,28,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,29,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,29,freshness_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,29,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,1,29,freshness_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,29,freshness_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,29,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,30,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,30,context_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,30,context_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
labels_without_gating,1,30,context_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,30,context_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,30,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,31,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,31,human_override,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,31,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,1,31,human_override,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,31,human_override,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,31,human_override,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,32,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,32,authority_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,32,authority_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
labels_without_gating,1,32,authority_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,32,authority_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,32,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,33,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,33,freshness_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,33,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,1,33,freshness_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,33,freshness_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,33,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,34,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,34,context_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,34,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,1,34,context_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,34,context_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,34,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,35,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,1,35,human_override,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,1,35,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,1,35,human_override,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,35,human_override,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,35,human_override,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,36,authority_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,1,36,authority_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,1,36,authority_conflict,False,True,True,True,go,dominant-support-certificate,1,1,1,0.0,1.0,1,0.0,0.0,0.0,1,0.0
labels_without_gating,1,36,authority_conflict,False,True,True,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,1,36,authority_conflict,False,True,True,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,1,36,authority_conflict,False,True,True,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,1,37,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:etaOnTime,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,1,37,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,1,37,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:etaOnTime,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
labels_without_gating,1,37,freshness_conflict,True,True,False,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
